yil;mevsim;Sta_no;konum;enlem_y;boylam_x;sta_name;Derinlik;OPO4_mM;SIO2_mM;NO3NO2n_mM;NH4N_mM;DO;TP_mM;TN_mM;Renk;Seki;pH;yuzer;Karbon_kalintilari_ve_yuzen_maddeler;cozunmus_oksijen_mgL;Intestinal_entrokok_koloni100ml;Fekal_Koliform_koloni100ml;Ay;Tarih
2025;Kýþ;FK1;Foça Kýyýsý;3.874.899;2.683.282;FK1;1;0.02;1.45;0.29;0.34;;0.14;10.53;;;;;;;;;1;1.01.2025
2025;Ýlkbahar;FK1;Foça Kýyýsý;3.874.825;2.683.307;FK1;1;0.02;5.82;1.59;0.23;;0.19;20.47;;;;;;;;;4;1.04.2025
