yil;mevsim;Sta_no;konum;enlem_y;boylam_x;sta_name;Derinlik;OPO4_mM;SIO2_mM;NO3NO2n_mM;NH4N_mM;DO;TP_mM;TN_mM;Renk;Seki;pH;yuzer;Karbon_kalintilari_ve_yuzen_maddeler;cozunmus_oksijen_mgL;Intestinal_entrokok_koloni100ml;Fekal_Koliform_koloni100ml;Ay;Tarih
2025;Kýþ;58;Ýç Körfez;;;58;1;9.45;101.56;5.4;357.86;;26.56;870.37;;;;;;;;;1;1.01.2025
2025;Ýlkbahar;58;Ýç Körfez;;;58;1;1.23;4.6;2.46;4.27;;2.96;44.47;;;;;;;;;4;1.04.2025
