yil;mevsim;Sta_no;konum;enlem_y;boylam_x;sta_name;Derinlik;OPO4_mM;SIO2_mM;NO3NO2n_mM;NH4N_mM;DO;TP_mM;TN_mM;Renk;Seki;pH;yuzer;Karbon_kalintilari_ve_yuzen_maddeler;cozunmus_oksijen_mgL;Intestinal_entrokok_koloni100ml;Fekal_Koliform_koloni100ml;Ay;Tarih
2025;Kýþ;MSH;Maviþehir;3.846.679;2.707.736;MSH;1;1.08;4.86;0.26;3.73;;1.64;31.98;;;;;;;;;1;1.01.2025
2025;Ýlkbahar;MSH;Maviþehir;3.846.737;2.707.814;MSH;1;3.49;16.88;0.05;1.15;;7.62;66.04;;;;;;;;;4;1.04.2025
