yil;mevsim;Sta_no;konum;enlem_y;boylam_x;sta_name;Derinlik;OPO4_mM;SIO2_mM;NO3NO2n_mM;NH4N_mM;DO;TP_mM;TN_mM;Renk;Seki;pH;yuzer;Karbon_kalintilari_ve_yuzen_maddeler;cozunmus_oksijen_mgL;Intestinal_entrokok_koloni100ml;Fekal_Koliform_koloni100ml;Ay;Tarih
2025;Kýþ;SK2;S.Hisar Kýyýsý;381.701;2.678.762;SK2;1;0.02;1.38;0.1;0.32;;0.2;15.63;;;;;;;;;1;1.01.2025
2025;Ýlkbahar;SK2;S.Hisar Kýyýsý;381.682;2.680.643;SK2;1;0.07;1.47;0.1;1.09;;0.12;12.68;;;;;;;;;4;1.04.2025
