yil;mevsim;Sta_no;konum;enlem_y;boylam_x;sta_name;Derinlik;OPO4_mM;SIO2_mM;NO3NO2n_mM;NH4N_mM;DO;TP_mM;TN_mM;Renk;Seki;pH;yuzer;Karbon_kalintilari_ve_yuzen_maddeler;cozunmus_oksijen_mgL;Intestinal_entrokok_koloni100ml;Fekal_Koliform_koloni100ml;Ay;Tarih
2025;Kýþ;FK4;Foça Kýyýsý;3.873.328;268.911;FK4;1;0.08;2.09;1.17;13.35;;0.38;52.87;;;;;;;;;1;1.01.2025
2025;Ýlkbahar;FK4;Foça Kýyýsý;3.873.302;2.689.139;FK4;1;0.04;0.55;0.06;0.47;;0.2;13.56;;;;;;;;;4;1.04.2025
