yil;mevsim;Sta_no;konum;enlem_y;boylam_x;sta_name;Derinlik;OPO4_mM;SIO2_mM;NO3NO2n_mM;NH4N_mM;DO;TP_mM;TN_mM;Renk;Seki;pH;yuzer;Karbon_kalintilari_ve_yuzen_maddeler;cozunmus_oksijen_mgL;Intestinal_entrokok_koloni100ml;Fekal_Koliform_koloni100ml;Ay;Tarih
2025;Kýþ;55;Ýç Körfez;;;55;1;0.67;6.95;1.07;3.93;;0.99;39.12;;;;;;;;;1;1.01.2025
2025;Ýlkbahar;55;Ýç Körfez;;;55;1;1.04;11.07;4.23;5.16;;3.03;71.07;;;;;;;;;4;1.04.2025
